Yuan Dean Scientific Co., LTD
DC-DC CONVERTER  ATE Product Test  Type: 01D-3R3-1C-(NA052)
輸出組別 : 1OUT
客戶名稱: 達運
批號: YS11-17110027
預測數量:  1000 
輸入低電壓  :  4.75  V  
輸入正常電壓 :  24  V  
輸入高電壓  :  36  V  
測試負載  滿載 :  1  Amp輕載 :  0.1  Amp
交越測試  負載_F :  100  Amp  負載_N  :  1  Amp
記錄日期 2018/1/2 
記錄項目  ,  , 空載輸入電流_L  ,空載輸入電流_N   ,空載輸入電流_H  ,空載輸入功率_L  ,空載輸入功率_N   ,空載輸入功率_H   ,空載輸出電壓 CH1_L  ,空載輸出電壓 CH1_N   ,空載輸出電壓 CH1_H  ,空載輸出電壓 CH2_L  ,空載輸出電壓 CH2_N   ,空載輸出電壓 CH2_H   ,空載漣波雜訊CH1_L  ,空載漣波雜訊CH1_N   , 空載漣波雜訊 CH1_H  ,空載漣波雜訊CH2_L  ,空載漣波雜訊 CH2_N   ,空載漣波雜訊CH2_H   ,滿載輸入電流_L  ,滿載輸入電流_N   ,滿載輸入電流_H  ,滿載輸入功率_L  ,滿載輸入功率_N   ,滿載輸入功率_H   , 滿載輸出電壓 CH1_L  ,滿載輸出電壓 CH1_N   , 滿載輸出電壓 CH1_H  ,滿載輸出電壓 CH2_L  ,滿載輸出電壓 CH2_N   ,滿載輸出電壓 CH2_H   ,滿載漣波雜訊CH1_L  ,滿載漣波雜訊CH1_N   , 滿載漣波雜訊 CH1_H  ,滿載漣波雜訊CH2_L  ,滿載漣波雜訊 CH2_N   ,滿載漣波雜訊CH2_H   ,滿載效率_L  ,滿載效率_N  ,滿載效率_H  ,輸入電壓變動穩壓率 CH1   ,輸入電壓變動穩壓率 CH2  ,輸出負載變動穩壓率CH1_L  ,輸出負載變動穩壓率CH1_N  ,輸出負載變動穩壓率CH1_H  ,輸出負載變動穩壓率CH2_L  ,輸出負載變動穩壓率CH2_N  ,輸出負載變動穩壓率CH2_H   ,短路保護測試_L  ,短路保護測試_N   ,短路保護測試_H  ,過電流保護測試_L  ,過電流保護測試_N   ,過電流保護測試_H   ,遠端控制關機測試  ,輸出電壓整理微調正緣   ,輸出電壓整理微調負緣  ,遞減遠端控制關機測試_L  ,遞減遠端控制關機測試_N   ,遞減遠端控制關機測試_H  ,過電壓保護_L  ,過電壓保護_N   ,過電壓保護_H    ,遞減欠壓鎖定_L  ,遞增過電流保護_L  ,遞增過電流保護_N  ,遞增過電流保護_H , 遞增遠端控制開機測試_L  ,遞增遠端控制開機測試_N  ,遞增遠端控制開機測試_H  ,交越負載CH1_L  ,交越負載CH1_N  ,交越負載CH1_H  ,交越負載CH2_L  ,交越負載CH2_N  ,交越負載CH2_H  ,日期 ,時間 
 1552 ,PASS ,  1.544  , 0  , 1.085  , 0.007  , 0  , 0.038  , 3.309  , 0  , 3.31  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 766.813  , 0  , 112.286  , 3.637  , 0  , 4.037  , 3.291  , 3.289  , 3.286  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.65163  , 0  , 81.09982  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 399.567  , 0  , 57.294  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:26:58 
 1553 ,PASS ,  1.515  , 0  , 1.093  , 0.007  , 0  , 0.038  , 3.3  , 0  , 3.3  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 764.761  , 0  , 112.25  , 3.629  , 0  , 4.036  , 3.284  , 3.281  , 3.281  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.43814  , 0  , 81.36769  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 363.646  , 0  , 53.531  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:27:23 
 1554 ,PASS ,  1.527  , 0  , 1.094  , 0.007  , 0  , 0.039  , 3.301  , 0  , 3.303  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 765.449  , 0  , 111.878  , 3.631  , 0  , 4.022  , 3.285  , 3.284  , 3.281  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.33324  , 0  , 81.47688  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 388.741  , 0  , 53.779  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:27:46 
 1555 ,PASS ,  1.557  , 0  , 1.115  , 0.007  , 0  , 0.039  , 3.33  , 0  , 3.331  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 771.163  , 0  , 113.009  , 3.658  , 0  , 4.063  , 3.315  , 3.31  , 3.31  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.24057  , 0  , 81.36845  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 378.32  , 0  , 56.424  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:28:10 
 1556 ,PASS ,  1.555  , 0  , 1.103  , 0.007  , 0  , 0.038  , 3.344  , 0  , 3.344  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 773.498  , 0  , 113.031  , 3.669  , 0  , 4.064  , 3.325  , 3.323  , 3.323  , 0  , 0  , 0  , 19.2  , 0  , 20  , 0  , 0  , 0  , 90.37885  , 0  , 81.56988  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 385.523  , 0  , 54.758  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:28:33 
 1557 ,PASS ,  1.114  , 0  , 0.638  , 0.005  , 0  , 0.023  , 3.315  , 0  , 3.316  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 765.682  , 0  , 111.866  , 3.643  , 0  , 4.025  , 3.291  , 3.29  , 3.29  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.09059  , 0  , 81.71429  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 332.04  , 0  , 45.374  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:02:41 
 1558 ,PASS ,  1.125  , 0  , 0.658  , 0.005  , 0  , 0.024  , 3.328  , 0  , 3.329  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 768.627  , 0  , 112.349  , 3.656  , 0  , 4.042  , 3.308  , 3.304  , 3.303  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 89.98906  , 0  , 81.46957  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 365.508  , 0  , 53.889  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:03:23 
 1559 ,PASS ,  1.125  , 0  , 0.707  , 0.005  , 0  , 0.025  , 3.316  , 0  , 3.316  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 766.161  , 0  , 112.248  , 3.645  , 0  , 4.039  , 3.298  , 3.293  , 3.293  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.31551  , 0  , 81.18346  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 391.157  , 0  , 56.368  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:03:50 
 1560 ,PASS ,  1.128  , 0  , 0.7  , 0.005  , 0  , 0.025  , 3.316  , 0  , 3.316  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 766.39  , 0  , 112.333  , 3.645  , 0  , 4.04  , 3.298  , 3.295  , 3.294  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.3978  , 0  , 81.48515  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 393.408  , 0  , 56.435  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:04:17 
 1561 ,PASS ,  1.149  , 0  , 0.705  , 0.006  , 0  , 0.025  , 3.326  , 0  , 3.326  , 0  , 0  , 0  , 6.4  , 0  , 8.8  , 0  , 0  , 0  , 768.474  , 0  , 112.587  , 3.656  , 0  , 4.05  , 3.308  , 3.305  , 3.304  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.20789  , 0  , 81.23457  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 336.878  , 0  , 46.961  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:04:50 
 1562 ,PASS ,  1.167  , 0  , 0.694  , 0.006  , 0  , 0.026  , 3.319  , 0  , 3.318  , 0  , 0  , 0  , 5.6  , 0  , 9.6  , 0  , 0  , 0  , 766.122  , 0  , 112.165  , 3.643  , 0  , 4.035  , 3.299  , 3.295  , 3.294  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.31019  , 0  , 81.16481  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 336.198  , 0  , 46.965  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:05:18 
 1563 ,PASS ,  1.153  , 0  , 0.701  , 0.006  , 0  , 0.025  , 3.313  , 0  , 3.313  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 765.924  , 0  , 111.726  , 3.64  , 0  , 4.018  , 3.293  , 3.291  , 3.29  , 0  , 0  , 0  , 16.8  , 0  , 16.8  , 0  , 0  , 0  , 90.13736  , 0  , 81.68243  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 362.185  , 0  , 48.916  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:05:46 
 1564 ,PASS ,  1.297  , 0  , 0.739  , 0.006  , 0  , 0.026  , 3.339  , 0  , 3.339  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.398  , 0  , 112.616  , 3.66  , 0  , 4.052  , 3.311  , 3.306  , 3.306  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 90.21858  , 0  , 81.41659  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 342.903  , 0  , 48.965  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:06:14 
 1565 ,PASS ,  1.258  , 0  , 0.731  , 0.006  , 0  , 0.027  , 3.344  , 0  , 3.345  , 0  , 0  , 0  , 7.2  , 0  , 8.8  , 0  , 0  , 0  , 770.871  , 0  , 112.992  , 3.665  , 0  , 4.064  , 3.324  , 3.321  , 3.32  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.34106  , 0  , 81.54527  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 296.977  , 0  , 43.709  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:06:41 
 1566 ,PASS ,  1.239  , 0  , 0.78  , 0.006  , 0  , 0.028  , 3.358  , 0  , 3.356  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 773.493  , 0  , 113.485  , 3.679  , 0  , 4.082  , 3.336  , 3.334  , 3.333  , 0  , 0  , 0  , 16.8  , 0  , 16  , 0  , 0  , 0  , 90.54092  , 0  , 81.38168  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 327.522  , 0  , 47.533  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:07:06 
 1567 ,PASS ,  1.235  , 0  , 0.761  , 0.006  , 0  , 0.028  , 3.334  , 0  , 3.334  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 770.247  , 0  , 112.646  , 3.659  , 0  , 4.053  , 3.313  , 3.311  , 3.311  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.62585  , 0  , 81.56921  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 408.922  , 0  , 59.38  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:07:33 
 1568 ,PASS ,  1.18  , 0  , 0.75  , 0.006  , 0  , 0.027  , 3.283  , 0  , 3.284  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 759.197  , 0  , 111.232  , 3.611  , 0  , 4  , 3.264  , 3.264  , 3.261  , 0  , 0  , 0  , 16.8  , 0  , 19.2  , 0  , 0  , 0  , 90.19662  , 0  , 81.175  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 373.093  , 0  , 54.147  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:08:01 
 1569 ,PASS ,  1.258  , 0  , 0.793  , 0.006  , 0  , 0.028  , 3.356  , 0  , 3.355  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 772.776  , 0  , 112.956  , 3.675  , 0  , 4.063  , 3.335  , 3.331  , 3.33  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 90.58504  , 0  , 82.00836  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 386.749  , 0  , 54.37  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:08:30 
 1570 ,PASS ,  1.365  , 0  , 0.81  , 0.006  , 0  , 0.029  , 3.353  , 0  , 3.353  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 773.571  , 0  , 113.356  , 3.675  , 0  , 4.077  , 3.333  , 3.33  , 3.328  , 0  , 0  , 0  , 16  , 0  , 20.8  , 0  , 0  , 0  , 90.42177  , 0  , 81.43242  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 371.7  , 0  , 51.368  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:08:56 
 1571 ,PASS ,  1.278  , 0  , 0.813  , 0.006  , 0  , 0.03  , 3.321  , 0  , 3.321  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 767.17  , 0  , 112.251  , 3.645  , 0  , 4.037  , 3.3  , 3.296  , 3.294  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.17832  , 0  , 81.42184  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 332.767  , 0  , 47.18  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:09:22 
 1572 ,PASS ,  1.28  , 0  , 0.799  , 0.006  , 0  , 0.029  , 3.326  , 0  , 3.326  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 769.333  , 0  , 112.587  , 3.657  , 0  , 4.05  , 3.309  , 3.306  , 3.304  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 90.40197  , 0  , 81.53086  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 352.97  , 0  , 49.745  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:09:52 
 1573 ,PASS ,  1.352  , 0  , 0.834  , 0.006  , 0  , 0.03  , 3.311  , 0  , 3.31  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 765.205  , 0  , 112.488  , 3.637  , 0  , 4.046  , 3.291  , 3.288  , 3.286  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 89.99175  , 0  , 81.04301  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 294.162  , 0  , 43.112  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:11:51 
 1574 ,PASS ,  1.294  , 0  , 0.856  , 0.006  , 0  , 0.03  , 3.334  , 0  , 3.334  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 769.601  , 0  , 112.825  , 3.659  , 0  , 4.059  , 3.316  , 3.311  , 3.31  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.57119  , 0  , 81.424  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 318.608  , 0  , 46.034  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:12:18 
 1575 ,PASS ,  1.31  , 0  , 0.835  , 0.006  , 0  , 0.029  , 3.326  , 0  , 3.328  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 769.615  , 0  , 112.458  , 3.657  , 0  , 4.044  , 3.31  , 3.305  , 3.306  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.40197  , 0  , 81.65182  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 413.764  , 0  , 57.711  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:12:43 
 1576 ,PASS ,  1.301  , 0  , 0.876  , 0.006  , 0  , 0.03  , 3.335  , 0  , 3.335  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 770.992  , 0  , 112.914  , 3.663  , 0  , 4.06  , 3.318  , 3.316  , 3.313  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.39039  , 0  , 81.57635  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 385.752  , 0  , 54.997  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:13:07 
 1577 ,PASS ,  1.318  , 0  , 0.861  , 0.006  , 0  , 0.031  , 3.311  , 0  , 3.311  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 765.929  , 0  , 111.971  , 3.638  , 0  , 4.027  , 3.294  , 3.29  , 3.29  , 0  , 0  , 0  , 20  , 0  , 20  , 0  , 0  , 0  , 90.37933  , 0  , 81.49988  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 366.132  , 0  , 53.155  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:13:32 
 1578 ,PASS ,  1.331  , 0  , 0.827  , 0.006  , 0  , 0.03  , 3.324  , 0  , 3.324  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 768.841  , 0  , 112.419  , 3.653  , 0  , 4.043  , 3.304  , 3.301  , 3.301  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.30933  , 0  , 81.42468  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 313.323  , 0  , 43.735  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:13:56 
 1579 ,PASS ,  1.291  , 0  , 0.844  , 0.006  , 0  , 0.03  , 3.323  , 0  , 3.324  , 0  , 0  , 0  , 5.6  , 0  , 9.6  , 0  , 0  , 0  , 767.34  , 0  , 112.295  , 3.648  , 0  , 4.039  , 3.304  , 3.301  , 3.3  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.32346  , 0  , 81.50533  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 336.023  , 0  , 47.348  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:14:21 
 1580 ,PASS ,  1.287  , 0  , 0.872  , 0.006  , 0  , 0.031  , 3.318  , 0  , 3.32  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 767.91  , 0  , 112.319  , 3.647  , 0  , 4.039  , 3.299  , 3.296  , 3.295  , 0  , 0  , 0  , 17.6  , 0  , 20  , 0  , 0  , 0  , 90.21113  , 0  , 81.62911  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 354.214  , 0  , 52.859  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:14:46 
 1581 ,PASS ,  1.304  , 0  , 0.866  , 0.006  , 0  , 0.031  , 3.336  , 0  , 3.338  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 769.452  , 0  , 112.887  , 3.657  , 0  , 4.06  , 3.311  , 3.31  , 3.309  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 90.21056  , 0  , 81.40395  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 356.285  , 0  , 48.214  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:15:12 
 1582 ,PASS ,  1.351  , 0  , 0.86  , 0.006  , 0  , 0.031  , 3.323  , 0  , 3.323  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 767.967  , 0  , 112.451  , 3.648  , 0  , 4.045  , 3.304  , 3.299  , 3.299  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.35088  , 0  , 81.38442  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 326.936  , 0  , 45.391  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:15:37 
 1583 ,PASS ,  1.35  , 0  , 0.855  , 0.006  , 0  , 0.031  , 3.32  , 0  , 3.319  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 766.773  , 0  , 112.228  , 3.643  , 0  , 4.036  , 3.3  , 3.298  , 3.296  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.41998  , 0  , 81.4668  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 338.775  , 0  , 47.011  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:16:05 
 1584 ,PASS ,  1.365  , 0  , 0.884  , 0.006  , 0  , 0.032  , 3.321  , 0  , 3.319  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 766.599  , 0  , 112.128  , 3.641  , 0  , 4.033  , 3.299  , 3.296  , 3.296  , 0  , 0  , 0  , 16.8  , 0  , 18.4  , 0  , 0  , 0  , 90.38725  , 0  , 81.5026  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 361.69  , 0  , 50.433  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 08:16:31 
